"FY","PD","ALLOC_XFER_AGENCY","AID","MAIN_ACCT","SUB_ACCT","COMPOUND_KEY","PARK","PARK_NAME","RECORD_UPDATE_TS","FILE_UPDATE_TS"
"2024","09","309","069","8083","","PB2018021158083000211","5ZCU91QKW4B","Exempt Programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2018021158083000701","5ZCU91QKWYP","Direct loan subsidy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2018021158083000709","5ZCU91QKWYX","Administrative expenses","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2018021158083000801","5ZCU91QKWLN","Federal-aid Highways (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2020021158083000703","5RMU39HLHD9","Subsidy for modifications of direct loans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2021021158083000059","5TAU0DD4Q8J","Surface transportation reauthorization activities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2023021158083000040","5WKTSL45B2G","PROTECT formula program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2023021158083000041","5WKTSL45B2H","Carbon reduction program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2023021158083000042","5WKTSL45B2Y","Bridge investment program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2023021158083000043","5WKTSL45B2J","Charging and fueling infrastructure grants","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2023021158083000044","5WKTSL45B2K","Rural surface transportation grant program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","309","069","8083","","PB2023021158083000045","5WKTSL45B2L","PROTECT discretionary program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000010","5ZCU91QKVWE","Surface transportation block grant program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000014","5ZCU91QKVWY","National highway performance program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000015","5ZCU91QKVWJ","Congestion mitigation and air quality improvement program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000016","5ZCU91QKVWK","Highway safety improvement program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000017","5ZCU91QKVWL","Metropolitan planning program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000019","5ZCU91QKVWN","National highway freight program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000020","5ZCU91QKVWZ","Nationally significant freight and highway projects","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000024","5ZCU91QKVWS","Federal lands and tribal programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000029","5ZCU91QKVWX","Research, technology and education program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000032","5ZCU91QKVX2","Administration - LAE","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000033","5ZCU91QKVX3","Administration - ARC","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000058","5ZCU91QKVXS","Other programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000211","5ZCU91QKW4B","Exempt Programs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000701","5ZCU91QKWYP","Direct loan subsidy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000709","5ZCU91QKWYX","Administrative expenses","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2018021158083000801","5ZCU91QKWLN","Federal-aid Highways (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2020021158083000703","5RMU39HLHD9","Subsidy for modifications of direct loans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2021021158083000059","5TAU0DD4Q8J","Surface transportation reauthorization activities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2023021158083000040","5WKTSL45B2G","PROTECT formula program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2023021158083000041","5WKTSL45B2H","Carbon reduction program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2023021158083000042","5WKTSL45B2Y","Bridge investment program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2023021158083000043","5WKTSL45B2J","Charging and fueling infrastructure grants","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2023021158083000044","5WKTSL45B2K","Rural surface transportation grant program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","455","069","8083","","PB2023021158083000045","5WKTSL45B2L","PROTECT discretionary program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","0538","","PB2020021159911000003","5RMU3DYEE99","69-X-9911 All Others","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","0538","","PB2021021159911000004","5TAU0HDVNNY","Miscellaneous Appropriations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2020021158083000703","5RMU39HLHD9","Subsidy for modifications of direct loans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2021021158083000059","5TAU0DD4Q8J","Surface transportation reauthorization activities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2023021158083000040","5WKTSL45B2G","PROTECT formula program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2023021158083000041","5WKTSL45B2H","Carbon reduction program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2023021158083000042","5WKTSL45B2Y","Bridge investment program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2023021158083000043","5WKTSL45B2J","Charging and fueling infrastructure grants","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2023021158083000044","5WKTSL45B2K","Rural surface transportation grant program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","513","069","8083","","PB2023021158083000045","5WKTSL45B2L","PROTECT discretionary program","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000001","5ZD1TGW3EEL","Offices of the Secretary and Executive Management","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000002","5ZD1TGW3EEM","CAS - Office of the Secretary","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000003","5ZD1TGW3EEN","CAS - Office of Policy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000004","5ZD1TGW3EEZ","CAS - Office of Public Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000005","5ZD1TGW3EEP","CAS - Office of Legislative Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000006","5ZD1TGW3EEQ","CAS - Office of Partnership and Engagement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000007","5ZD1TGW3EER","CAS - Office of General Counsel","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000008","5ZD1TGW3EES","CAS - Office of Civil Rights and Liberties","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000009","5ZD1TGW3EET","CAS - Office of Citizenship and Immigration Services Ombudsman","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000010","5ZD1TGW3EEU","CAS - Privacy Office","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000881","5ZD1TGW3F6H","Departmental Operations-OSEM (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2018024100100000882","5ZD1TGW3F6Y","CAS - OSEM O&S Reimbursable program activity","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2020024100100000011","5RN1NZN3X9D","Operations and Engagement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2020024100100000012","5RN1NZN3X9E","Strategy, Policy, and Plans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2020024100100000013","5RN1NZN3X9F","Management and Oversight","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0100","","PB2023024100100000014","5WL1F29LRY6","Afghanistan Supplemental Appropriations Act","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000001","5ZD1TGW3EEL","Offices of the Secretary and Executive Management","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000002","5ZD1TGW3EEM","CAS - Office of the Secretary","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000003","5ZD1TGW3EEN","CAS - Office of Policy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000004","5ZD1TGW3EEZ","CAS - Office of Public Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000005","5ZD1TGW3EEP","CAS - Office of Legislative Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000006","5ZD1TGW3EEQ","CAS - Office of Partnership and Engagement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000007","5ZD1TGW3EER","CAS - Office of General Counsel","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000008","5ZD1TGW3EES","CAS - Office of Civil Rights and Liberties","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000009","5ZD1TGW3EET","CAS - Office of Citizenship and Immigration Services Ombudsman","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000010","5ZD1TGW3EEU","CAS - Privacy Office","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000881","5ZD1TGW3F6H","Departmental Operations-OSEM (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2018024100100000882","5ZD1TGW3F6Y","CAS - OSEM O&S Reimbursable program activity","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2020024100100000011","5RN1NZN3X9D","Operations and Engagement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2020024100100000012","5RN1NZN3X9E","Strategy, Policy, and Plans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2020024100100000013","5RN1NZN3X9F","Management and Oversight","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0101","","PB2023024100100000014","5WL1F29LRY6","Afghanistan Supplemental Appropriations Act","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000001","5ZD1TGW3EEL","Offices of the Secretary and Executive Management","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000002","5ZD1TGW3EEM","CAS - Office of the Secretary","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000003","5ZD1TGW3EEN","CAS - Office of Policy","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000004","5ZD1TGW3EEZ","CAS - Office of Public Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000005","5ZD1TGW3EEP","CAS - Office of Legislative Affairs","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000006","5ZD1TGW3EEQ","CAS - Office of Partnership and Engagement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000007","5ZD1TGW3EER","CAS - Office of General Counsel","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000008","5ZD1TGW3EES","CAS - Office of Civil Rights and Liberties","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000009","5ZD1TGW3EET","CAS - Office of Citizenship and Immigration Services Ombudsman","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000010","5ZD1TGW3EEU","CAS - Privacy Office","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000881","5ZD1TGW3F6H","Departmental Operations-OSEM (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2018024100100000882","5ZD1TGW3F6Y","CAS - OSEM O&S Reimbursable program activity","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2020024100100000011","5RN1NZN3X9D","Operations and Engagement","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2020024100100000012","5RN1NZN3X9E","Strategy, Policy, and Plans","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2020024100100000013","5RN1NZN3X9F","Management and Oversight","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0110","","PB2023024100100000014","5WL1F29LRY6","Afghanistan Supplemental Appropriations Act","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0200","","PB2018024200200000001","5ZD21X8ZTXB","Inspections and Investigations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0200","","PB2018024200200000002","5ZD21X8ZTXC","CAS - Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0200","","PB2018024200200000801","5ZD21X8ZUMT","Operating Expenses (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2018024300300000001","5ZD28FJCBY1","Citizenship and Immigration Services (Direct)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2018024300300000002","5ZD28FJCBY2","CAS - Employment Status Verification","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2018024300300000801","5ZD28FJCC7J","Citizenship and Immigration Services (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2022024300300000003","5UX1UV1DF71","Application Processing","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2023024300300000004","5WL1S0UUZLA","Information Technology and Cybersecurity","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2024024300300000002","6091P4QE01G","Employment Status Verification","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0300","","PB2025024300300000004","61V1M8LV9FQ","RAIO - Refugee, Asylum, and International Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000001","5ZD2EVTXR2P","Protection of persons and facilities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000002","5ZD2EVTXR2Q","Protective intelligence activities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000003","5ZD2EVTXR2R","Presidential candidate nominee protection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000005","5ZD2EVTXR2T","National Special Security Events","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000006","5ZD2EVTXR2U","Headquarters, management and administration","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000007","5ZD2EVTXR2V","Rowley Training Center","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000008","5ZD2EVTXR2W","Domestic field operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000009","5ZD2EVTXR2X","International field operations, adminstration and operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000011","5ZD2EVTXR31","Support for missing and exploited children","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000012","5ZD2EVTXR32","Information Integration and Technology Transformation","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000013","5ZD2EVTXR33","CAS - Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000014","5ZD2EVTXR34","CAS - Protective Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000015","5ZD2EVTXR35","CAS - Field Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000016","5ZD2EVTXR36","CAS - Basic and In-Service Training and Professional Development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2018024400400000801","5ZD2EVTXRQ9","Operating Expenses (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2022024400400000017","5UX23DC0UQ5","Protective Countermeasures","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2022024400400000018","5UX23DC0UQ6","Support for Computer Forensics Training","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2023024400400000001","5WL20H7Y65V","Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2023024400400000002","5WL20H7Y65W","Protective Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2023024400400000003","5WL20H7Y65X","Field Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0400","","PB2023024400400000004","5WL20H7Y660","Basic and In-Service Training and Professional Development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000001","5ZD2EVU2BJV","Rowley Training Center","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000002","5ZD2EVU2BJW","Information Integration and Technology Transformation","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000003","5ZD2EVU2BJX","Protection of Persons and Facilities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000004","5ZD2EVU2BK0","Protection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000005","5ZD2EVU2BK1","Integrated Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000006","5ZD2EVU2BK2","CAS - Protection Infrastructure","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000007","5ZD2EVU2BK3","CAS - Operational Communications/Information Technology","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000008","5ZD2EVU2BK4","CAS - Construction and Facility Improvements","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2018024400401000009","5ZD2EVU2BK5","CAS - Mission Support Assets and Infrastructure","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2022024400401000006","5UX23DC3F90","CAS - Protection Assets and Infrastructure","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2023024400401000006","5WL20H7KZN8","Protection Assets and Infrastructure","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2023024400401000007","5WL20H7KZN9","Operational Communications/Information Technology","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2023024400401000008","5WL20H7KZNA","Construction and Facility Improvements","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2023024400401000009","5WL20H7KZNB","Mission Support Assets and Infrastructure","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0401","","PB2025024400401000801","61V1SZWLA73","Reimbursable program activity (Inflation Reduction Act Funds)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000001","5ZD2EVTXR2P","Protection of persons and facilities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000002","5ZD2EVTXR2Q","Protective intelligence activities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000003","5ZD2EVTXR2R","Presidential candidate nominee protection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000005","5ZD2EVTXR2T","National Special Security Events","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000006","5ZD2EVTXR2U","Headquarters, management and administration","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000007","5ZD2EVTXR2V","Rowley Training Center","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000008","5ZD2EVTXR2W","Domestic field operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000009","5ZD2EVTXR2X","International field operations, adminstration and operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000011","5ZD2EVTXR31","Support for missing and exploited children","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000012","5ZD2EVTXR32","Information Integration and Technology Transformation","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000013","5ZD2EVTXR33","CAS - Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000014","5ZD2EVTXR34","CAS - Protective Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000015","5ZD2EVTXR35","CAS - Field Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000016","5ZD2EVTXR36","CAS - Basic and In-Service Training and Professional Development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2018024400400000801","5ZD2EVTXRQ9","Operating Expenses (Reimbursable)","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2022024400400000017","5UX23DC0UQ5","Protective Countermeasures","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2022024400400000018","5UX23DC0UQ6","Support for Computer Forensics Training","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2023024400400000001","5WL20H7Y65V","Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2023024400400000002","5WL20H7Y65W","Protective Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2023024400400000003","5WL20H7Y65X","Field Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0403","","PB2023024400400000004","5WL20H7Y660","Basic and In-Service Training and Professional Development","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000001","5ZD2EVTXR2P","Protection of persons and facilities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000002","5ZD2EVTXR2Q","Protective intelligence activities","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000003","5ZD2EVTXR2R","Presidential candidate nominee protection","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000005","5ZD2EVTXR2T","National Special Security Events","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000006","5ZD2EVTXR2U","Headquarters, management and administration","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000007","5ZD2EVTXR2V","Rowley Training Center","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000008","5ZD2EVTXR2W","Domestic field operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000009","5ZD2EVTXR2X","International field operations, adminstration and operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000011","5ZD2EVTXR31","Support for missing and exploited children","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000012","5ZD2EVTXR32","Information Integration and Technology Transformation","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000013","5ZD2EVTXR33","CAS - Mission Support","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
"2024","09","","070","0404","","PB2018024400400000014","5ZD2EVTXR34","CAS - Protective Operations","2024-08-19-11.39.26","2024-08-19-11.39.26 V12.7"
