YEAR,AGENCY_ID,ALLOC_ID,ACCOUNT,PA_CODE,PA_NAME,FYQ
2016,014,,0687,0001,California Bay-Delta Restoration (Direct),FY2018Q1
2016,014,,5593,0001,Reclamation Water Settlements Fund (Direct),FY2018Q1
2016,014,,5065,0001,Policy and Administration (Direct),FY2018Q1
2016,014,,5173,0001,Central Valley Project Restoration Fund (Direct),FY2018Q1
2016,014,,5656,0001,Facility operations,FY2018Q1
2016,014,,5656,0002,Facility maintenance and rehabilitation,FY2018Q1
2016,014,,5656,0003,Payment of interest,FY2018Q1
2016,014,,5656,0004,Payments to Arizona and Nevada,FY2018Q1
2016,014,,5656,0005,Western Area Power Administration,FY2018Q1
2016,014,,5656,0006,Payment to Lower Colorado River Basin Development Fund,FY2018Q1
2016,014,,5537,0001,San Joaquin Restoration Fund (Direct),FY2018Q1
2016,014,,4079,0801,Facility operation,FY2018Q1
2016,014,,4079,0802,Water & energy management & development,FY2018Q1
2016,014,,4081,0801,Facility operation,FY2018Q1
2016,014,,4081,0802,Facility maintenance & rehabilitation,FY2018Q1
2016,014,,4081,0803,Water & energy management & development,FY2018Q1
2016,014,,4081,0804,Fish & wildlife management & development,FY2018Q1
2016,014,,4081,0805,Land management & development,FY2018Q1
2016,014,,4081,0806,Payment to Ute Indian Tribe,FY2018Q1
2016,014,,4081,0807,Interest on investment,FY2018Q1
2016,014,,4524,0801,Information resources management,FY2018Q1
2016,014,,4524,0803,Administrative expenses,FY2018Q1
2016,014,,4524,0804,Technical expenses,FY2018Q1
2016,014,,4547,0713,Payment of interest to Treasury,FY2018Q1
2016,014,,8070,0001,Facility maintenance and rehabilitation,FY2018Q1
2016,014,,8070,0002,Water and energy management and development,FY2018Q1
2016,014,,0787,0001,Central Utah project construction,FY2018Q1
2016,014,,0787,0004,Program administration,FY2018Q1
2016,014,,5174,0001,Utah Reclamation Mitigation and Conservation,FY2018Q1
2016,014,,5174,0002,Title IV Interest on Investment,FY2018Q1
2016,014,,0804,0001,Ecosystems,FY2018Q1
2016,014,,0804,0002,Climate and Land Use Change,FY2018Q1
2016,014,,0804,0003,"Energy, Minerals, and Environmental Health",FY2018Q1
2016,014,,0804,0004,Natural Hazards,FY2018Q1
2016,014,,0804,0005,Water Resources,FY2018Q1
2016,014,,0804,0006,Core Science Systems,FY2018Q1
2016,014,,0804,0007,Science Support,FY2018Q1
2016,014,,0804,0008,Facilities,FY2018Q1
2016,014,,0804,0801,"Surveys, Investigations, and Research (Reimbursable)",FY2018Q1
2016,014,,5055,0001,Ecosystems,FY2018Q1
2016,014,,5055,0002,Climate and Land Use Change,FY2018Q1
2016,014,,5055,0003,"Energy, Minerals, and Environmental Health",FY2018Q1
2016,014,,5055,0004,Natural Hazards,FY2018Q1
2016,014,,5055,0005,Water Resources,FY2018Q1
2016,014,,5055,0006,Core Science Systems,FY2018Q1
2016,014,,5055,0007,Science Support,FY2018Q1
2016,014,,5055,0008,Facilities,FY2018Q1
2016,014,,5055,0801,"Surveys, Investigations, and Research (Reimbursable)",FY2018Q1
2016,014,,4556,0801,Working capital fund,FY2018Q1
2016,014,,8562,0801,Donations and contributed funds,FY2018Q1
2016,014,,1611,0001,Ecological Services,FY2018Q1
2016,014,,1611,0002,National Wildlife Refuge System,FY2018Q1
2016,014,,1611,0004,Conservation and Enforcement,FY2018Q1
2016,014,,1611,0005,Fisheries and Aquatic Resource Conservation,FY2018Q1
2016,014,,1611,0006,Habitat Conservation,FY2018Q1
2016,014,,1611,0007,Cooperative Landscape Conservation,FY2018Q1
2016,014,,1611,0008,General Operations,FY2018Q1
2016,014,,1611,0009,Science Support,FY2018Q1
2016,014,,1611,0801,Great Lakes Restoration Initiative,FY2018Q1
2016,014,,1611,0802,Reimbursable program activity all other,FY2018Q1
2016,014,,1612,0001,Refuges,FY2018Q1
2016,014,,1612,0002,Hatcheries,FY2018Q1
2016,014,,1612,0003,Other Projects,FY2018Q1
2016,014,,1612,0004,Bridge and Dam Safety,FY2018Q1
2016,014,,1612,0005,Nationwide Engineering Service,FY2018Q1
2016,014,,1612,0006,"Dam, Bridge and Seismic Safety",FY2018Q1
2016,014,,1612,0801,Construction (Reimbursable),FY2018Q1
2016,014,,5474,0001,State wildlife grants,FY2018Q1
2016,014,,5474,0002,State competitive grants,FY2018Q1
2016,014,,5474,0003,Administration,FY2018Q1
2016,014,,5474,0004,Tribal wildlife grants,FY2018Q1
2016,014,,1652,0001,African elephant,FY2018Q1
2016,014,,1652,0002,Asian elephant,FY2018Q1
2016,014,,1652,0003,Rhinoceros and tiger,FY2018Q1
2016,014,,1652,0004,Great ape conservation,FY2018Q1
2016,014,,1652,0005,Marine turtle,FY2018Q1
2016,014,,1652,0801,Mulitnational Species Semi Postal Stamp Act,FY2018Q1
2016,014,,5435,0001,African elephant,FY2018Q1
2016,014,,5435,0002,Asian elephant,FY2018Q1
2016,014,,5435,0003,Rhinoceros and tiger,FY2018Q1
2016,014,,5435,0004,Great ape conservation,FY2018Q1
2016,014,,5435,0005,Marine turtle,FY2018Q1
2016,014,,5435,0801,Mulitnational Species Semi Postal Stamp Act,FY2018Q1
2016,014,,5494,0001,African elephant,FY2018Q1
2016,014,,5494,0002,Asian elephant,FY2018Q1
2016,014,,5494,0003,Rhinoceros and tiger,FY2018Q1
2016,014,,5494,0004,Great ape conservation,FY2018Q1
2016,014,,5494,0005,Marine turtle,FY2018Q1
2016,014,,5494,0801,Mulitnational Species Semi Postal Stamp Act,FY2018Q1
2016,014,,1696,0001,Neotropical Migratory Bird,FY2018Q1
2016,014,,5020,0001,Land Acquisition Management,FY2018Q1
2016,014,,5020,0002,Emergencies and hardships,FY2018Q1
2016,014,,5020,0003,Exchanges,FY2018Q1
2016,014,,5020,0004,Inholdings,FY2018Q1
2016,014,,5020,0005,Land Projects,FY2018Q1
2016,014,,5020,0006,Sportsmen and Recreational Access,FY2018Q1
2016,014,,5020,0801,Reimbursable program activity,FY2018Q1
2016,014,,5496,0001,Administration,FY2018Q1
2016,014,,5137,0001,Printing and sale of duck stamps,FY2018Q1
2016,014,,5137,0003,Acquisition of refuges and other areas,FY2018Q1
2016,014,,5241,0003,Wetlands conservation projects,FY2018Q1
2016,014,,5241,0004,Administration,FY2018Q1
2016,014,,5475,0003,Wetlands conservation projects,FY2018Q1
2016,014,,5475,0004,Administration,FY2018Q1
2016,014,,5143,0001,Conservation Grants to States,FY2018Q1
2016,014,,5143,0002,HCP Planning Assistance Grants,FY2018Q1
2016,014,,5143,0004,Administration,FY2018Q1
2016,014,,5143,0005,HCP Land Acquisition Grants to States,FY2018Q1
2016,014,,5143,0006,Species Recovery Land Acquisition,FY2018Q1
2016,014,,5143,0007,Payment to special fund unavailable receipt account,FY2018Q1
2016,014,,5479,0001,Conservation Grants to States,FY2018Q1
2016,014,,5479,0002,HCP Planning Assistance Grants,FY2018Q1
2016,014,,5479,0004,Administration,FY2018Q1
2016,014,,5479,0005,HCP Land Acquisition Grants to States,FY2018Q1
2016,014,,5479,0006,Species Recovery Land Acquisition,FY2018Q1
2016,014,,5479,0007,Payment to special fund unavailable receipt account,FY2018Q1
2016,014,,1691,0001,Expenses for sales,FY2018Q1
2016,014,,1691,0003,Payments to counties,FY2018Q1
2016,014,,5091,0001,Expenses for sales,FY2018Q1
2016,014,,5091,0003,Payments to counties,FY2018Q1
2016,014,,5252,0001,"Recreation Enhancement Fee Program, FWS (Direct)",FY2018Q1
2016,014,,5029,0003,Multi-state conservation grant program,FY2018Q1
2016,014,,5029,0004,Administration,FY2018Q1
2016,014,,5029,0005,Wildlife restoration grants,FY2018Q1
2016,014,,5029,0006,NAWCF (interest used for grants),FY2018Q1
2016,014,,5029,0007,Section 10 hunter education,FY2018Q1
2016,014,,5579,0001,Administration,FY2018Q1
2016,014,,5579,0002,Grants to States,FY2018Q1
2016,014,,5050,0001,Miscellaneous Permanents,FY2018Q1
2016,014,,5092,0001,Miscellaneous Permanents,FY2018Q1
2016,014,,5157,0001,Miscellaneous Permanents,FY2018Q1
2016,014,,5463,0001,Miscellaneous Permanents,FY2018Q1
2016,014,,5501,0001,Miscellaneous Permanents,FY2018Q1
2016,014,,8151,0001,Payments to States for sport fish restoration,FY2018Q1
2016,014,,8151,0003,North American wetlands conservation grants,FY2018Q1
2016,014,,8151,0004,Coastal wetlands conservation grants,FY2018Q1
2016,014,,8151,0005,Clean Vessel Act- pumpout stations grants,FY2018Q1
2016,014,,8151,0006,Administration,FY2018Q1
2016,014,,8151,0007,National communication & outreach,FY2018Q1
2016,014,,8151,0008,Non-trailerable recreational vessel access,FY2018Q1
2016,014,,8151,0009,Multi-State conservation grants,FY2018Q1
2016,014,,8151,0010,Marine Fisheries Commissions & Boating Council,FY2018Q1
2016,014,,8216,0001,Contributed Funds (Direct),FY2018Q1
2016,014,,1036,0001,Park management,FY2018Q1
2016,014,,1036,0002,External administrative costs,FY2018Q1
2016,014,,1036,0801,Operation of the National Park System (Reimbursable),FY2018Q1
2016,014,,5107,0001,Park management,FY2018Q1
2016,014,,5107,0002,External administrative costs,FY2018Q1
2016,014,,5107,0801,Operation of the National Park System (Reimbursable),FY2018Q1
2016,014,,2645,0001,Centennial Challenge,FY2018Q1
2016,014,,1042,0001,Recreation programs,FY2018Q1
2016,014,,1042,0002,Natural programs,FY2018Q1
2016,014,,1042,0003,Cultural programs,FY2018Q1
2016,014,,1042,0005,Grant administration,FY2018Q1
2016,014,,1042,0006,International park affairs,FY2018Q1
2016,014,,1042,0008,Heritage partnership programs,FY2018Q1
2016,014,,1042,0801,National Recreation and Preservation (Reimbursable),FY2018Q1
2016,014,,1039,0001,Line item construction and maintenance,FY2018Q1
2016,014,069,1039,0001,Line item construction and maintenance,FY2018Q1
2016,014,096,1039,0001,Line item construction and maintenance,FY2018Q1
2016,014,,1039,0002,Special programs,FY2018Q1
2016,014,069,1039,0002,Special programs,FY2018Q1
2016,014,096,1039,0002,Special programs,FY2018Q1
2016,014,,1039,0003,Construction planning,FY2018Q1
2016,014,069,1039,0003,Construction planning,FY2018Q1
2016,014,096,1039,0003,Construction planning,FY2018Q1
2016,014,,1039,0005,Construction program management and operations,FY2018Q1
2016,014,069,1039,0005,Construction program management and operations,FY2018Q1
2016,014,096,1039,0005,Construction program management and operations,FY2018Q1
2016,014,,1039,0006,Management planning,FY2018Q1
2016,014,069,1039,0006,Management planning,FY2018Q1
2016,014,096,1039,0006,Management planning,FY2018Q1
2016,014,,1039,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,069,1039,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,096,1039,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,,1051,0001,Line item construction and maintenance,FY2018Q1
2016,014,,1051,0002,Special programs,FY2018Q1
2016,014,,1051,0003,Construction planning,FY2018Q1
2016,014,,1051,0005,Construction program management and operations,FY2018Q1
2016,014,,1051,0006,Management planning,FY2018Q1
2016,014,,1051,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,,3910,0001,Line item construction and maintenance,FY2018Q1
2016,014,,3910,0002,Special programs,FY2018Q1
2016,014,,3910,0003,Construction planning,FY2018Q1
2016,014,,3910,0005,Construction program management and operations,FY2018Q1
2016,014,,3910,0006,Management planning,FY2018Q1
2016,014,,3910,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,,5079,0001,Line item construction and maintenance,FY2018Q1
2016,014,,5079,0002,Special programs,FY2018Q1
2016,014,,5079,0003,Construction planning,FY2018Q1
2016,014,,5079,0005,Construction program management and operations,FY2018Q1
2016,014,,5079,0006,Management planning,FY2018Q1
2016,014,,5079,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,,5481,0001,Line item construction and maintenance,FY2018Q1
2016,014,,5481,0002,Special programs,FY2018Q1
2016,014,,5481,0003,Construction planning,FY2018Q1
2016,014,,5481,0005,Construction program management and operations,FY2018Q1
2016,014,,5481,0006,Management planning,FY2018Q1
2016,014,,5481,0801,Construction (and Major Maintenance) (Reimbursable),FY2018Q1
2016,014,,5006,0001,Land acquisition,FY2018Q1
2016,014,,5006,0002,Land acquisition administration,FY2018Q1
2016,014,,5006,0004,State grant administration,FY2018Q1
2016,014,,5006,0005,Grants to States,FY2018Q1
2016,014,,5035,0001,Land acquisition,FY2018Q1
2016,014,096,5035,0001,Land acquisition,FY2018Q1
2016,014,,5035,0002,Land acquisition administration,FY2018Q1
2016,014,096,5035,0002,Land acquisition administration,FY2018Q1
2016,014,,5035,0004,State grant administration,FY2018Q1
2016,014,096,5035,0004,State grant administration,FY2018Q1
2016,014,,5035,0005,Grants to States,FY2018Q1
2016,014,096,5035,0005,Grants to States,FY2018Q1
2016,014,,5536,0001,Land acquisition,FY2018Q1
2016,014,,5536,0002,Land acquisition administration,FY2018Q1
2016,014,,5536,0004,State grant administration,FY2018Q1
2016,014,,5536,0005,Grants to States,FY2018Q1
2016,014,,5110,0001,Recreational Fee Program,FY2018Q1
2016,014,,5110,0002,Transportation systems fund,FY2018Q1
2016,014,,5164,0001,Recreational Fee Program,FY2018Q1
2016,014,,5164,0002,Transportation systems fund,FY2018Q1
2016,014,,5262,0001,Recreational Fee Program,FY2018Q1
2016,014,,5262,0002,Transportation systems fund,FY2018Q1
2016,014,,5663,0001,Recreational Fee Program,FY2018Q1
2016,014,,5663,0002,Transportation systems fund,FY2018Q1
2016,014,,5666,0001,Recreational Fee Program,FY2018Q1
2016,014,,5666,0002,Transportation systems fund,FY2018Q1
2016,014,,1046,0001,Grants-in-aid,FY2018Q1
2016,014,,5140,0001,Grants-in-aid,FY2018Q1
2016,014,,5477,0001,Grants-in-aid,FY2018Q1
2016,014,,1034,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,1034,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,1034,0003,Park concessions franchise fees,FY2018Q1
2016,014,,1034,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,1034,0006,Concessions improvements accounts,FY2018Q1
2016,014,,1034,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,1034,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5049,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5049,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5049,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5049,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5049,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5049,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5049,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5076,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5076,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5076,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5076,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5076,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5076,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5076,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5163,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5163,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5163,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5163,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5163,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5163,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5163,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5169,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5169,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5169,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5169,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5169,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5169,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5169,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5244,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5244,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5244,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5244,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5244,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5244,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5244,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5247,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5247,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5247,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5247,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5247,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5247,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5247,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5412,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5412,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5412,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5412,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5412,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5412,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5412,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5431,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5431,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5431,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5431,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5431,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5431,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5431,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,5667,0001,Operation and maintenance of quarters,FY2018Q1
2016,014,,5667,0002,Glacier Bay resource protection vessel management plan,FY2018Q1
2016,014,,5667,0003,Park concessions franchise fees,FY2018Q1
2016,014,,5667,0005,"Rental Payments, Park Buildings Lease and Maintenance Fund",FY2018Q1
2016,014,,5667,0006,Concessions improvements accounts,FY2018Q1
2016,014,,5667,0007,Contribution for annuity benefits for USPP,FY2018Q1
2016,014,,5667,0008,Filming and Photography Special Use Fee Program,FY2018Q1
2016,014,,4195,0001,Donations to National Park Service,FY2018Q1
2016,014,,8037,0001,Donations to National Park Service,FY2018Q1
2016,014,,8052,0001,Donations to National Park Service,FY2018Q1
2016,014,,2100,0007,Tribal Government,FY2018Q1
2016,014,,2100,0008,Human services,FY2018Q1
2016,014,,2100,0009,Trust - Natural resources management,FY2018Q1
2016,014,,2100,0010,Trust - Real estate services,FY2018Q1
2016,014,,2100,0011,Education,FY2018Q1
2016,014,,2100,0012,Public safety and justice,FY2018Q1
2016,014,,2100,0013,Community and economic development,FY2018Q1
2016,014,,2100,0014,Executive direction and administrative services,FY2018Q1
2016,014,,2100,0015,Indian Arts and Crafts Board,FY2018Q1
2016,014,,2100,0807,Operation of Indian Programs (Reimbursable),FY2018Q1
2016,014,,2100,0808,Reimbursable program - Education Recovery Act,FY2018Q1
2016,014,,2301,0001,Education construction,FY2018Q1
2016,014,014,2301,0001,Education construction,FY2018Q1
2016,014,096,2301,0001,Education construction,FY2018Q1
2016,014,,2301,0002,Public safety and justice construction,FY2018Q1
2016,014,014,2301,0002,Public safety and justice construction,FY2018Q1
2016,014,096,2301,0002,Public safety and justice construction,FY2018Q1
2016,014,,2301,0003,Resource management construction,FY2018Q1
2016,014,014,2301,0003,Resource management construction,FY2018Q1
2016,014,096,2301,0003,Resource management construction,FY2018Q1
2016,014,,2301,0004,Other Program Construction,FY2018Q1
2016,014,014,2301,0004,Other Program Construction,FY2018Q1
2016,014,096,2301,0004,Other Program Construction,FY2018Q1
2016,014,,2301,0005,BOR Allocation Account,FY2018Q1
2016,014,014,2301,0005,BOR Allocation Account,FY2018Q1
2016,014,096,2301,0005,BOR Allocation Account,FY2018Q1
2016,014,,2301,0807,Construction (Reimbursable),FY2018Q1
2016,014,014,2301,0807,Construction (Reimbursable),FY2018Q1
2016,014,096,2301,0807,Construction (Reimbursable),FY2018Q1
2016,014,,2204,0001,Payments for White Earth Settlement,FY2018Q1
2016,014,,2303,0001,White Earth,FY2018Q1
2016,014,,2303,0025,Navajo Nation Water Resources Development Trust Fund,FY2018Q1
2016,014,,2303,0026,Duck Valley Reservation Water Rights Settlement,FY2018Q1
2016,014,,2303,0027,Navajo Water Settlement,FY2018Q1
2016,014,,2303,0028,Under the reporting threshold,FY2018Q1
2016,014,,2303,0033,Taos Pueblo Water Development Fund,FY2018Q1
2016,014,,2303,0034,Aamodt,FY2018Q1
2016,014,,2631,0001,White Earth,FY2018Q1
2016,014,,2631,0025,Navajo Nation Water Resources Development Trust Fund,FY2018Q1
2016,014,,2631,0026,Duck Valley Reservation Water Rights Settlement,FY2018Q1
2016,014,,2631,0027,Navajo Water Settlement,FY2018Q1
2016,014,,2631,0028,Under the reporting threshold,FY2018Q1
2016,014,,2631,0033,Taos Pueblo Water Development Fund,FY2018Q1
2016,014,,2631,0034,Aamodt,FY2018Q1
2016,014,,2632,0001,White Earth,FY2018Q1
2016,014,,2632,0025,Navajo Nation Water Resources Development Trust Fund,FY2018Q1
2016,014,,2632,0026,Duck Valley Reservation Water Rights Settlement,FY2018Q1
2016,014,,2632,0027,Navajo Water Settlement,FY2018Q1
2016,014,,2632,0028,Under the reporting threshold,FY2018Q1
2016,014,,2632,0033,Taos Pueblo Water Development Fund,FY2018Q1
2016,014,,2632,0034,Aamodt,FY2018Q1
2016,014,,2633,0001,White Earth,FY2018Q1
2016,014,,2633,0025,Navajo Nation Water Resources Development Trust Fund,FY2018Q1
2016,014,,2633,0026,Duck Valley Reservation Water Rights Settlement,FY2018Q1
2016,014,,2633,0027,Navajo Water Settlement,FY2018Q1
2016,014,,2633,0028,Under the reporting threshold,FY2018Q1
2016,014,,2633,0033,Taos Pueblo Water Development Fund,FY2018Q1
2016,014,,2633,0034,Aamodt,FY2018Q1
2016,014,,2634,0001,White Earth,FY2018Q1
2016,014,,2634,0025,Navajo Nation Water Resources Development Trust Fund,FY2018Q1
2016,014,,2634,0026,Duck Valley Reservation Water Rights Settlement,FY2018Q1
2016,014,,2634,0027,Navajo Water Settlement,FY2018Q1
2016,014,,2634,0028,Under the reporting threshold,FY2018Q1
2016,014,,2634,0033,Taos Pueblo Water Development Fund,FY2018Q1
2016,014,,2634,0034,Aamodt,FY2018Q1
2016,014,,2637,0001,White Earth,FY2018Q1
2016,014,,2637,0025,Navajo Nation Water Resources Development Trust Fund,FY2018Q1
2016,014,,2637,0026,Duck Valley Reservation Water Rights Settlement,FY2018Q1
2016,014,,2637,0027,Navajo Water Settlement,FY2018Q1
2016,014,,2637,0028,Under the reporting threshold,FY2018Q1
2016,014,,2637,0033,Taos Pueblo Water Development Fund,FY2018Q1
2016,014,,2637,0034,Aamodt,FY2018Q1
2016,014,,2103,0801,Indian Land Consolidation (Reimbursable),FY2018Q1
2016,014,,5051,0001,Operations and maintenance,FY2018Q1
2016,014,,2623,0002,"Operation and maintenance, Indian irrigation systems",FY2018Q1
2016,014,,2623,0003,"Power systems, Indian irrigation projects",FY2018Q1
2016,014,,2623,0004,Alaska resupply program,FY2018Q1
2016,014,,5240,0002,"Operation and maintenance, Indian irrigation systems",FY2018Q1
2016,014,,5240,0003,"Power systems, Indian irrigation projects",FY2018Q1
2016,014,,5240,0004,Alaska resupply program,FY2018Q1
2016,014,,5242,0002,"Operation and maintenance, Indian irrigation systems",FY2018Q1
2016,014,,5242,0003,"Power systems, Indian irrigation projects",FY2018Q1
2016,014,,5242,0004,Alaska resupply program,FY2018Q1
2016,014,,5648,0002,"Operation and maintenance, Indian irrigation systems",FY2018Q1
2016,014,,5648,0003,"Power systems, Indian irrigation projects",FY2018Q1
2016,014,,5648,0004,Alaska resupply program,FY2018Q1
2016,014,,4416,0715,Other (Rounding),FY2018Q1
2016,014,,4416,0743,Interest on downward reestimates,FY2018Q1
2016,014,,2627,0702,Loan guarantee subsidy,FY2018Q1
2016,014,,2627,0707,Reestimates of loan guarantee subsidy,FY2018Q1
2016,014,,2627,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q1
2016,014,,2627,0709,Administrative expenses,FY2018Q1
2016,014,,2628,0702,Loan guarantee subsidy,FY2018Q1
2016,014,,2628,0707,Reestimates of loan guarantee subsidy,FY2018Q1
2016,014,,2628,0708,Interest on reestimates of loan guarantee subsidy,FY2018Q1
2016,014,,2628,0709,Administrative expenses,FY2018Q1
2016,014,,4401,0003,Interest supplement payments,FY2018Q1
2016,014,,4401,0711,Default claim payments on principal,FY2018Q1
2016,014,,4401,0712,Default claim payments on interest,FY2018Q1
2016,014,,4401,0742,Downward reestimate paid to receipt account,FY2018Q1
2016,014,,4401,0743,Interest on downward reestimates,FY2018Q1
2016,014,,4415,0003,Interest supplement payments,FY2018Q1
2016,014,,4415,0711,Default claim payments on principal,FY2018Q1
2016,014,,4415,0712,Default claim payments on interest,FY2018Q1
2016,014,,4415,0742,Downward reestimate paid to receipt account,FY2018Q1
2016,014,,4415,0743,Interest on downward reestimates,FY2018Q1
2016,014,,8361,0001,"Gifts and Donations, Bureau of Indian Affairs (Direct)",FY2018Q1
2016,014,,0102,0012,Leadership and Administration,FY2018Q1
2016,014,014,0102,0012,Leadership and Administration,FY2018Q1
2016,014,,0102,0013,Management Services,FY2018Q1
2016,014,014,0102,0013,Management Services,FY2018Q1
2016,014,,0102,0014,Office of Natural Resources Revenue,FY2018Q1
2016,014,014,0102,0014,Office of Natural Resources Revenue,FY2018Q1
2016,014,,0102,0015,"Disaster Relief Appropriations Act, 2013",FY2018Q1
2016,014,014,0102,0015,"Disaster Relief Appropriations Act, 2013",FY2018Q1
2016,014,,0102,0016,Coastal Resilience Fund,FY2018Q1
2016,014,014,0102,0016,Coastal Resilience Fund,FY2018Q1
2016,014,,0102,0804,Leadership and Administration,FY2018Q1
2016,014,014,0102,0804,Leadership and Administration,FY2018Q1
2016,014,,0102,0806,Office of Natural Resources Revenue,FY2018Q1
2016,014,014,0102,0806,Office of Natural Resources Revenue,FY2018Q1
2016,014,,5130,0012,Leadership and Administration,FY2018Q1
2016,014,,5130,0013,Management Services,FY2018Q1
2016,014,,5130,0014,Office of Natural Resources Revenue,FY2018Q1
2016,014,,5130,0015,"Disaster Relief Appropriations Act, 2013",FY2018Q1
2016,014,,5130,0016,Coastal Resilience Fund,FY2018Q1
2016,014,,5130,0804,Leadership and Administration,FY2018Q1
2016,014,,5130,0806,Office of Natural Resources Revenue,FY2018Q1
2016,014,,5571,0012,Leadership and Administration,FY2018Q1
2016,014,,5571,0013,Management Services,FY2018Q1
2016,014,,5571,0014,Office of Natural Resources Revenue,FY2018Q1
2016,014,,5571,0015,"Disaster Relief Appropriations Act, 2013",FY2018Q1
2016,014,,5571,0016,Coastal Resilience Fund,FY2018Q1
2016,014,,5571,0804,Leadership and Administration,FY2018Q1
2016,014,,5571,0806,Office of Natural Resources Revenue,FY2018Q1
2016,014,,8369,0012,Leadership and Administration,FY2018Q1
2016,014,,8369,0013,Management Services,FY2018Q1
2016,014,,8369,0014,Office of Natural Resources Revenue,FY2018Q1
2016,014,,8369,0015,"Disaster Relief Appropriations Act, 2013",FY2018Q1
