PA_CODE,FYQ,OMB_BUREAU_TITLE_OPTNL,OMB_ACCOUNT_TITLE_OPTNL,AGENCY_CODE,ALLOCATION_ID,ACCOUNT_CODE,PA_TITLE
0001,FY18Q1,,,014,,1041,Line item construction and maintenance
0006,FY18Q1,,,014,,1041,Management planning
0002,FY18Q1,,,014,,1041,Special programs
0003,FY18Q1,,,014,,1042,Cultural programs
0000,FY18Q1,,,014,,1042,Environmental Compliance and Review
0005,FY18Q1,,,014,,1042,Grant administration
0008,FY18Q1,,,014,,1042,Heritage partnership programs
0006,FY18Q1,,,014,,1042,International park affairs
0801,FY18Q1,,,014,,1042,National Recreation and Preservation (Reimbursable)
0002,FY18Q1,,,014,,1042,Natural programs
0001,FY18Q1,,,014,,1042,Recreation programs
0003,FY18Q1,,,014,,1043,Cultural programs
0005,FY18Q1,,,014,,1043,Grant administration
0008,FY18Q1,,,014,,1043,Heritage partnership programs
0006,FY18Q1,,,014,,1043,International park affairs
0801,FY18Q1,,,014,,1043,National Recreation and Preservation (Reimbursable)
0002,FY18Q1,,,014,,1043,Natural programs
0001,FY18Q1,,,014,,1043,Recreation programs
0801,FY18Q1,,,011,,1045,International Affairs Technical Assistance Program (Reimbursable)
0001,FY18Q1,,,011,,1045,Obligations by program activity
0001,FY18Q1,,,014,,1046,Grants-in-aid
0801,FY18Q1,,,014,,1051,Construction (and Major Maintenance) (Reimbursable)
0003,FY18Q1,,,014,,1051,Construction planning
0005,FY18Q1,,,014,,1051,Construction program management and operations
0001,FY18Q1,,,014,,1051,Line item construction and maintenance
0006,FY18Q1,,,014,,1051,Management planning
0002,FY18Q1,,,014,,1051,Special programs
0101,FY18Q1,,,015,075,1060,Capital investment: Institutional improvements
0101,FY18Q1,,,015,,1060,Capital investment: Institutional improvements
0003,FY18Q1,,,015,075,1060,Contract Confinement
0003,FY18Q1,,,015,,1060,Contract Confinement
0001,FY18Q1,,,015,075,1060,Inmate Care and Programs
0001,FY18Q1,,,015,,1060,Inmate Care and Programs
0002,FY18Q1,,,015,075,1060,Institution Security and Administration
0002,FY18Q1,,,015,,1060,Institution Security and Administration
0004,FY18Q1,,,015,075,1060,Management and Administration
0004,FY18Q1,,,015,,1060,Management and Administration
0004,FY18Q1,,,015,,1060,Management and Administration - BOP
0801,FY18Q1,,,015,075,1060,Salaries and Expenses (Reimbursable)
0801,FY18Q1,,,015,,1060,Salaries and Expenses (Reimbursable)
0001,FY18Q1,,,015,,1061,Determination of parole of prisoners and supervision of parolees
0001,FY18Q1,,,015,,1061,United States Parole Commission
0003,FY18Q1,,,012,,1066,Emergency watershed protection operations
0006,FY18Q1,,,012,,1066,EWP (SANDY)
0004,FY18Q1,,,012,,1066,Small watershed operations (P.L. 566)
0802,FY18Q1,,,012,,1066,Watershed and Flood Prevention Operations (Reimbursable)
0002,FY18Q1,,,012,,1066,Watershed Operations P.L. 78-534
0003,FY18Q1,,,012,,1069,Emergency watershed protection operations
0006,FY18Q1,,,012,,1069,EWP (SANDY)
0001,FY18Q1,,,019,,1069,International Booundary and Water Commission - Salaries and Expenses
0001,FY18Q1,,,019,,1069,International Boundary and Water Commission - Salaries and Expenses
0801,FY18Q1,,,019,,1069,"Salaries and Expenses, IBWC (Reimbursable)"
0802,FY18Q1,,,012,,1069,Watershed and Flood Prevention Operations (Reimbursable)
0003,FY18Q1,,,011,,1070,Auditing services and activities
0002,FY18Q1,,,011,,1070,Grants and federal transfers
0003,FY18Q1,,,012,,1072,Emergency watershed protection operations
0006,FY18Q1,,,012,,1072,EWP (SANDY)
0004,FY18Q1,,,012,,1072,Small watershed operations (P.L. 566)
0802,FY18Q1,,,012,,1072,Watershed and Flood Prevention Operations (Reimbursable)
0002,FY18Q1,,,012,,1072,Watershed Operations P.L. 78-534
0003,FY18Q1,,,012,,1073,Emergency watershed protection operations
0006,FY18Q1,,,012,,1073,EWP (SANDY)
0001,FY18Q1,,,011,,1073,Salaries and expenses
0801,FY18Q1,,,011,,1073,The White House (Reimbursable)
0802,FY18Q1,,,012,,1073,Watershed and Flood Prevention Operations (Reimbursable)
0001,FY18Q1,,,011,019,1075,"Nonproliferation, Antiterrorism, Demining, and Related Programs (Direct)"
0001,FY18Q1,,,011,,1075,"Nonproliferation, Antiterrorism, Demining, and Related Programs (Direct)"
0801,FY18Q1,,,011,019,1075,"Nonproliferation, Antiterrorism, Demining, and Related Programs (Reimbursable)"
0801,FY18Q1,,,011,,1075,"Nonproliferation, Antiterrorism, Demining, and Related Programs (Reimbursable)"
0801,FY18Q1,,,019,,1078,"Construction, IBWC (Reimbursable)"
0003,FY18Q1,,,019,,1078,International Boundary and Water Commission - Construction
0003,FY18Q1,,,019,,1079,International Boundary and Water Commission - Construction
0001,FY18Q1,,,011,017,1081,International Military Education and Training (Direct)
0001,FY18Q1,,,011,021,1081,International Military Education and Training (Direct)
0001,FY18Q1,,,011,057,1081,International Military Education and Training (Direct)
0001,FY18Q1,,,011,097,1081,International Military Education and Training (Direct)
0001,FY18Q1,,,011,,1081,International Military Education and Training (Direct)
0009,FY18Q1,,,011,017,1082,Administrative Expenses
0009,FY18Q1,,,011,019,1082,Administrative Expenses
0009,FY18Q1,,,011,021,1082,Administrative Expenses
0009,FY18Q1,,,011,057,1082,Administrative Expenses
0009,FY18Q1,,,011,097,1082,Administrative Expenses
0009,FY18Q1,,,011,,1082,Administrative Expenses
0001,FY18Q1,,,019,,1082,"American Sections, International Commissions (Direct)"
0005,FY18Q1,,,019,,1082,Border Environment Cooperation Commission
0001,FY18Q1,,,011,017,1082,Country grants
0001,FY18Q1,,,011,019,1082,Country grants
0001,FY18Q1,,,011,021,1082,Country grants
0001,FY18Q1,,,011,057,1082,Country grants
0001,FY18Q1,,,011,097,1082,Country grants
0001,FY18Q1,,,011,,1082,Country grants
0001,FY18Q1,,,019,,1082,International Boundary Commission
0002,FY18Q1,,,019,,1087,Inter-American Tropical Tuna Commission
0002,FY18Q1,,,019,,1087,International Fisheries Commissions
0009,FY18Q1,,,011,,1088,Administrative Expenses
0001,FY18Q1,,,011,,1088,Country grants
0001,FY18Q1,,,500,,1090,Other Commissions and Boards (Direct)
0001,FY18Q1,,,072,019,1093,Assistance for the Independent States of the Former Soviet Union (Direct)
0001,FY18Q1,,,072,,1093,Assistance for the Independent States of the Former Soviet Union (Direct)
0001,FY18Q1,,,072,019,1095,Child Survival and Health Programs (Direct)
0001,FY18Q1,,,072,,1095,Child Survival and Health Programs (Direct)
0801,FY18Q1,,,072,,1096,Central America and Caribbean Emergency Disaster Recovery Fund (Reimbursable)
0004,FY18Q1,,,435,,1100,Discretionary fund payments
0003,FY18Q1,,,015,,1100,Domestic Enforcement
0801,FY18Q1,,,091,,1100,Institute of Education Sciences (Reimbursable)
0002,FY18Q1,,,015,,1100,International Enforcement
0004,FY18Q1,,,091,,1100,National Assessment
0005,FY18Q1,,,091,,1100,National Assessment Governing Board
0001,FY18Q1,,,435,,1100,Operation of relocation office
0003,FY18Q1,,,091,,1100,Regional educational laboratories
0801,FY18Q1,,,015,,1100,Reimbursable
0003,FY18Q1,,,435,,1100,Relocation payments (housing)
0006,FY18Q1,,,091,,1100,Research in special education
0001,FY18Q1,,,091,,1100,"Research, development, and dissemination"
0001,FY18Q1,,,434,,1100,Salaries and Expenses (Direct)
0801,FY18Q1,,,434,,1100,Salaries and Expenses (Reimbursable)
0008,FY18Q1,,,091,,1100,Special education studies and evaluations
0004,FY18Q1,,,015,,1100,State and Local Assistance
0007,FY18Q1,,,091,,1100,Statewide longitudinal data systems
0002,FY18Q1,,,091,,1100,Statistics
0001,FY18Q1,,,015,,1101,Construction
0001,FY18Q1,,,012,,1102,Capital improvement and maintenance
0801,FY18Q1,,,012,,1102,Capital Improvement and Maintenance (Reimbursable)
0001,FY18Q1,,,012,069,1103,Capital improvement and maintenance
0001,FY18Q1,,,012,,1103,Capital improvement and maintenance
0801,FY18Q1,,,012,069,1103,Capital Improvement and Maintenance (Reimbursable)
0801,FY18Q1,,,012,,1103,Capital Improvement and Maintenance (Reimbursable)
0006,FY18Q1,,,012,,1104,Forest and rangeland research
0801,FY18Q1,,,012,,1104,Forest and Rangeland Research (Reimbursable)
0002,FY18Q1,,,012,014,1105,Forest Legacy
0002,FY18Q1,,,012,017,1105,Forest Legacy
0002,FY18Q1,,,012,021,1105,Forest Legacy
0002,FY18Q1,,,012,057,1105,Forest Legacy
0002,FY18Q1,,,012,096,1105,Forest Legacy
0002,FY18Q1,,,012,,1105,Forest Legacy
0801,FY18Q1,,,017,,1105,"Military Personnel, Marine Corps (Reimbursable)"
0006,FY18Q1,,,017,,1105,Other military personnel costs
0002,FY18Q1,,,017,,1105,Pay and allowances of enlisted personnel
0001,FY18Q1,,,017,,1105,Pay and allowances of officers
0005,FY18Q1,,,017,,1105,Permanent change of station travel
0001,FY18Q1,,,012,014,1105,State and private forestry
0001,FY18Q1,,,012,017,1105,State and private forestry
0001,FY18Q1,,,012,021,1105,State and private forestry
0001,FY18Q1,,,012,057,1105,State and private forestry
0001,FY18Q1,,,012,096,1105,State and private forestry
0001,FY18Q1,,,012,,1105,State and private forestry
0801,FY18Q1,,,012,014,1105,State and Private Forestry (Reimbursable)
0801,FY18Q1,,,012,017,1105,State and Private Forestry (Reimbursable)
0801,FY18Q1,,,012,021,1105,State and Private Forestry (Reimbursable)
0801,FY18Q1,,,012,057,1105,State and Private Forestry (Reimbursable)
0801,FY18Q1,,,012,096,1105,State and Private Forestry (Reimbursable)
0801,FY18Q1,,,012,,1105,State and Private Forestry (Reimbursable)
0004,FY18Q1,,,017,,1105,Subsistence of enlisted personnel
0004,FY18Q1,,,017,,1106,Administration and service-wide activities
0004,FY18Q1,,,017,,1106,Administration and Service-wide Activities
0001,FY18Q1,,,012,014,1106,National forest system
0001,FY18Q1,,,012,,1106,National forest system
0801,FY18Q1,,,012,014,1106,National Forest System (Reimbursable)
0801,FY18Q1,,,012,,1106,National Forest System (Reimbursable)
0001,FY18Q1,,,017,,1106,Operating forces
0801,FY18Q1,,,017,,1106,"Operation and Maintenance, Marine Corps (Reimbursable)"
0003,FY18Q1,,,017,,1106,Training and recruiting
0004,FY18Q1,,,017,,1107,Administration and service-wide activities
0001,FY18Q1,,,017,,1107,Operating forces
0801,FY18Q1,,,017,,1107,"Operation and Maintenance, Marine Corps Reserve (Reimbursable)"
0001,FY18Q1,,,017,,1108,Reserve component training and support
0801,FY18Q1,,,017,,1108,"Reserve Personnel, Marine Corps (Reimbursable)"
0804,FY18Q1,,,014,,1109,APD fees
0805,FY18Q1,,,014,,1109,Cadastral reimbursable program
0026,FY18Q1,,,014,,1109,Challenge Cost Share
0802,FY18Q1,,,014,,1109,Communication site rental fees
0004,FY18Q1,,,017,,1109,Communications and electronics equipment
0015,FY18Q1,,,014,,1109,Energy and minerals
0006,FY18Q1,,,017,,1109,Engineer and other equipment
0807,FY18Q1,,,014,,1109,Grazing fees
0003,FY18Q1,,,017,,1109,Guided missiles and equipment
0806,FY18Q1,,,014,,1109,Inspection fees
0011,FY18Q1,,,014,,1109,Land resources
0801,FY18Q1,,,014,,1109,Management of Lands and Resources (Reimbursable)
0803,FY18Q1,,,014,,1109,Mining law administration
0030,FY18Q1,,,014,,1109,National Monuments & NCA
0801,FY18Q1,,,017,,1109,"Procurement, Marine Corps (Reimbursable)"
0016,FY18Q1,,,014,,1109,Realty and ownership management
0014,FY18Q1,,,014,,1109,Recreation management
0017,FY18Q1,,,014,,1109,Resource protection
0007,FY18Q1,,,017,,1109,Spares and repair parts
0005,FY18Q1,,,017,,1109,Support vehicles
0013,FY18Q1,,,014,,1109,Threatened and endangered species
0018,FY18Q1,,,014,,1109,Transportation and facilities maintenance
0002,FY18Q1,,,017,,1109,Weapons and combat vehicles
0012,FY18Q1,,,014,,1109,Wildlife and fisheries
0020,FY18Q1,,,014,,1109,Workforce and organizational support
0801,FY18Q1,,,012,,1110,Admin rights of way - Reimbursable program (5361 - URMJ)
0012,FY18Q1,,,012,,1110,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
0001,FY18Q1,,,012,,1110,Brush disposal (5206)
0001,FY18Q1,,,014,,1110,Construction (Direct)
0010,FY18Q1,,,012,,1110,Land between the lakes management fund (5360)
0009,FY18Q1,,,012,,1110,Operation and maintenance of quarters (5219)
0016,FY18Q1,,,012,,1110,Payments to Counties - National Grasslands (5896)
0015,FY18Q1,,,012,,1110,Payments to Minnesota (5213)
0003,FY18Q1,,,012,,1110,Recreation fee demonstration / enhancement programs (5268)
0002,FY18Q1,,,012,,1110,Restoration of Forest Lands and Improvements (5215)
0013,FY18Q1,,,012,,1110,Secure Rural Schools - National Forest Fund (5201)
0014,FY18Q1,,,012,,1110,Secure Rural Schools - transfers from Treasury (1117)
0006,FY18Q1,,,012,,1110,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
0004,FY18Q1,,,012,,1110,Timber Roads - Purchaser Election program (5202)
0005,FY18Q1,,,012,,1110,Timber Salvage Sale program (5204)
0709,FY18Q1,,,036,,1114,Administrative expenses
0706,FY18Q1,,,036,,1114,Interest on reestimates of direct loan subsidy
0001,FY18Q1,,,014,,1114,Payments in Lieu of Taxes (Direct)
0705,FY18Q1,,,036,,1114,Reestimates of direct loan subsidy
0001,FY18Q1,,,012,,1115,Wildland fire management
0801,FY18Q1,,,012,,1115,Wildland Fire Management (Reimbursable)
0004,FY18Q1,,,017,,1116,Administration and service-wide activities
0001,FY18Q1,,,017,,1116,Operating forces
0801,FY18Q1,,,017,,1116,"Operation and Maintenance, Marine Corps (Reimbursable)"
0003,FY18Q1,,,017,,1116,Training and recruiting
0002,FY18Q1,,,014,,1116,Western Oregon Construction and Acquisition
0005,FY18Q1,,,014,,1116,Western Oregon Data Systems Operation & Management
0002,FY18Q1,,,014,,1116,Western Oregon Maintenance
0006,FY18Q1,,,014,,1116,Western Oregon National Monuments & NCA
0004,FY18Q1,,,014,,1116,Western Oregon Resource Management
0007,FY18Q1,,,014,,1116,Western Oregon Transportation and Facilities Maintenance
0801,FY18Q1,,,012,,1117,Admin rights of way - Reimbursable program (5361 - URMJ)
0004,FY18Q1,,,017,,1117,Administration and service-wide activities
0012,FY18Q1,,,012,,1117,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
0001,FY18Q1,,,012,,1117,Brush disposal (5206)
0010,FY18Q1,,,012,,1117,Land between the lakes management fund (5360)
0008,FY18Q1,,,012,,1117,Midewin Tallgrass Prairie funds (5277)
0001,FY18Q1,,,017,,1117,Operating forces
0009,FY18Q1,,,012,,1117,Operation and maintenance of quarters (5219)
0801,FY18Q1,,,017,,1117,"Operation and Maintenance, Marine Corps Reserve (Reimbursable)"
0016,FY18Q1,,,012,,1117,Payments to Counties - National Grasslands (5896)
0015,FY18Q1,,,012,,1117,Payments to Minnesota (5213)
0003,FY18Q1,,,012,,1117,Recreation fee demonstration / enhancement programs (5268)
0002,FY18Q1,,,012,,1117,Restoration of Forest Lands and Improvements (5215)
0013,FY18Q1,,,012,,1117,Secure Rural Schools - National Forest Fund (5201)
0014,FY18Q1,,,012,,1117,Secure Rural Schools - transfers from Treasury (1117)
0006,FY18Q1,,,012,,1117,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
0004,FY18Q1,,,012,,1117,Timber Roads - Purchaser Election program (5202)
0005,FY18Q1,,,012,,1117,Timber Salvage Sale program (5204)
0011,FY18Q1,,,012,,1117,Valles Caldera fund (5363)
0004,FY18Q1,,,014,,1118,"From grazing fees, etc., public lands outside grazing districts 5016"
0005,FY18Q1,,,014,,1118,"From grazing fees, etc., public lands within grazing districts 5032"
0003,FY18Q1,,,014,,1118,"Payment to O&C and CBWR Counties, Title II 5485"
0010,FY18Q1,,,014,,1118,Payments to counties from national grasslands 5896
0015,FY18Q1,,,014,,1118,Payments to CBWR counties under 1939 statute
0014,FY18Q1,,,014,,1118,Payments to O&C counties under 1937 statute
0001,FY18Q1,,,014,,1118,"Payments to O&C Counties, Title I/III 5884"
0013,FY18Q1,,,014,,1118,Payments to State and Counties from Nevada Land Sales
0009,FY18Q1,,,014,,1118,Proceeds from sales 5133
0001,FY18Q1,,,012,,1118,Wildland fire management
0801,FY18Q1,,,012,,1118,Wildland Fire Management (Reimbursable)
0709,FY18Q1,,,036,,1119,Administrative expenses
0008,FY18Q1,,,014,014,1119,Burned area rehabilitation
0008,FY18Q1,,,014,,1119,Burned area rehabilitation
0001,FY18Q1,,,019,,1119,Capital Investment Fund
0801,FY18Q1,,,014,014,1119,Fire reimbursable
0801,FY18Q1,,,014,,1119,Fire reimbursable
0004,FY18Q1,,,014,014,1119,Fire suppression operations
0004,FY18Q1,,,014,,1119,Fire suppression operations
0006,FY18Q1,,,014,014,1119,Fuels Management
0006,FY18Q1,,,014,,1119,Fuels Management
0706,FY18Q1,,,036,,1119,Interest on reestimates of direct loan subsidy
0708,FY18Q1,,,036,,1119,Interest on reestimates of loan guarantee subsidy
0702,FY18Q1,,,036,,1119,Loan guarantee subsidy
0001,FY18Q1,,,012,,1119,Management of national forest lands for subsistence uses
0004,FY18Q1,,,069,069,1119,Other Programs
0004,FY18Q1,,,069,,1119,Other Programs
0001,FY18Q1,,,014,014,1119,"Preparedness (Readiness, Facilities, and Fire Science)"
0001,FY18Q1,,,014,,1119,"Preparedness (Readiness, Facilities, and Fire Science)"
0705,FY18Q1,,,036,,1119,Reestimates of direct loan subsidy
0707,FY18Q1,,,036,,1119,Reestimates of loan guarantee subsidy
0007,FY18Q1,,,014,014,1119,Resilient Landscapes
0007,FY18Q1,,,014,,1119,Resilient Landscapes
0709,FY18Q1,,,036,,1120,Administrative expenses
0001,FY18Q1,,,069,,1120,Administrative expenses
0008,FY18Q1,,,014,014,1120,Burned area rehabilitation
0801,FY18Q1,,,014,014,1120,Fire reimbursable
0004,FY18Q1,,,014,014,1120,Fire suppression operations
0006,FY18Q1,,,014,014,1120,Fuels Management
0706,FY18Q1,,,036,,1120,Interest on reestimates of direct loan subsidy
0001,FY18Q1,,,014,014,1120,"Preparedness (Readiness, Facilities, and Fire Science)"
0705,FY18Q1,,,036,,1120,Reestimates of direct loan subsidy
0007,FY18Q1,,,014,014,1120,Resilient Landscapes
0003,FY18Q1,,,069,,1120,Transit Asset Management
0002,FY18Q1,,,069,,1120,Transit Safety Oversight
0801,FY18Q1,,,014,014,1121,Central Hazardous Materials Fund (Reimbursable)
0801,FY18Q1,,,014,,1121,Central Hazardous Materials Fund (Reimbursable)
0001,FY18Q1,,,019,072,1121,Democracy Fund (Direct)
0001,FY18Q1,,,019,,1121,Democracy Fund (Direct)
0001,FY18Q1,,,072,,1121,Democracy Fund (Direct)
0801,FY18Q1,,,072,,1121,Democracy Fund (Reimbursable)
0001,FY18Q1,,,036,,1121,Filipino veterans equity compensation fund
0001,FY18Q1,,,014,014,1121,Remedial action
0001,FY18Q1,,,014,,1121,Remedial action
0014,FY18Q1,,,036,,1122,Board of Veterans' Appeals
0004,FY18Q1,,,069,,1123,Other Programs
0020,FY18Q1,,,019,,1124,Contributions for International Peacekeeping Activities
0020,FY18Q1,,,019,,1124,Contributions for International Peacekeeping Activities (Direct)
0004,FY18Q1,,,069,,1124,Other Programs
0008,FY18Q1,,,014,014,1125,Burned area rehabilitation
0008,FY18Q1,,,014,,1125,Burned area rehabilitation
0020,FY18Q1,,,019,,1125,Contributions for International Peacekeeping Activities
0020,FY18Q1,,,019,,1125,Contributions for International Peacekeeping Activities (Direct)
0689,FY18Q1,,,069,,1125,Direct program activity
0009,FY18Q1,,,014,,1125,Facilities Construction and Maintenance
0801,FY18Q1,,,014,014,1125,Fire reimbursable
0801,FY18Q1,,,014,,1125,Fire reimbursable
0004,FY18Q1,,,014,014,1125,Fire suppression operations
0004,FY18Q1,,,014,,1125,Fire suppression operations
0006,FY18Q1,,,014,014,1125,Fuels Management
0006,FY18Q1,,,014,,1125,Fuels Management
0010,FY18Q1,,,014,,1125,Joint Fire Science
0002,FY18Q1,,,014,,1125,Preparedness
0001,FY18Q1,,,014,014,1125,"Preparedness (Readiness, Facilities, and Fire Science)"
0001,FY18Q1,,,014,,1125,"Preparedness (Readiness, Facilities, and Fire Science)"
0007,FY18Q1,,,014,014,1125,Resilient Landscapes
0007,FY18Q1,,,014,,1125,Resilient Landscapes
0001,FY18Q1,,,019,,1126,Contributions to International Organizations
0002,FY18Q1,,,019,,1126,Contributions to International Organizations - OCO
0002,FY18Q1,,,012,,1127,Forest Legacy
0001,FY18Q1,,,012,,1127,State and private forestry
0801,FY18Q1,,,012,,1127,State and Private Forestry (Reimbursable)
0001,FY18Q1,,,069,,1128,Washington Metropolitan Area Transit Authority
0001,FY18Q1,,,012,,1129,Capital improvement and maintenance
0801,FY18Q1,,,012,,1129,Capital Improvement and Maintenance (Reimbursable)
0004,FY18Q1,,,069,069,1129,Other Programs
0004,FY18Q1,,,069,,1129,Other Programs
0020,FY18Q1,,,019,,1130,Contributions for International Peacekeeping Activities
0020,FY18Q1,,,019,,1130,Contributions for International Peacekeeping Activities (Direct)
0001,FY18Q1,,,069,,1133,Capital Investment Grant
0801,FY18Q1,,,069,,1133,LMRO FEMA
0002,FY18Q1,,,069,,1133,LMRO FTA
0001,FY18Q1,,,069,,1134,Capital investment grants
0001,FY18Q1,,,069,,1134,Capital Investment Grant
0801,FY18Q1,,,069,,1134,LMRO FEMA
0002,FY18Q1,,,069,,1134,LMRO FTA
0003,FY18Q1,,,069,,1134,Lower Manhattan recovery FTA Direct P.L. 107-206
0001,FY18Q1,,,069,,1136,Direct Obligations
0001,FY18Q1,,,069,,1136,Research and University Research Centers
0801,FY18Q1,,,069,,1136,Research and University Research Centers (Reimbursable)
0001,FY18Q1,,,069,,1137,Direct Obligations
0001,FY18Q1,,,069,,1137,Research and University Research Centers
0801,FY18Q1,,,069,,1137,Research and University Research Centers (Reimbursable)
0003,FY18Q1,,,069,,1140,2013 Hurricane Sandy Emergency Supplemental (P.L. 113-2 Administration and Oversight)
0001,FY18Q1,,,069,,1140,2013 Hurricane Sandy Emergency Supplemental (P.L. 113-2)
0709,FY18Q1,,,012,,1140,Administrative expenses
0010,FY18Q1,,,012,,1140,Administrative expenses - PLCE
0011,FY18Q1,,,012,,1140,Dairy Indemnity
0701,FY18Q1,,,012,,1140,Direct loan subsidy
0012,FY18Q1,,,012,,1140,Individual Development Account Grants
0706,FY18Q1,,,012,,1140,Interest on reestimates of direct loan subsidy
0708,FY18Q1,,,012,,1140,Interest on reestimates of loan guarantee subsidy
0702,FY18Q1,,,012,,1140,Loan guarantee subsidy
0705,FY18Q1,,,012,,1140,Reestimates of direct loan subsidy
0707,FY18Q1,,,012,,1140,Reestimates of loan guarantee subsidy
0001,FY18Q1,,,069,,1142,Technical Assistance and Standards Development
0001,FY18Q1,,,012,,1142,Watershed rehabilitation program
0005,FY18Q1,,,019,,1143,Administrative expenses
0801,FY18Q1,,,019,,1143,Migration and Refugee Assistance (Reimbursable)
0001,FY18Q1,,,019,,1143,Overseas assistance
0003,FY18Q1,,,019,,1143,Refugees to Israel
0002,FY18Q1,,,019,,1143,U.S. refugee admissions program
0001,FY18Q1,,,514,,1145,Broadcasting Board of Governors
0801,FY18Q1,,,514,,1145,International Broadcasting Operations (Reimbursable)
0001,FY18Q1,,,019,,1151,"International Center, Washington, D.C. (Direct)"
0801,FY18Q1,,,019,,1151,"International Center, Washington, D.C. (Reimbursable)"
0709,FY18Q1,,,073,,1152,Administrative expenses
0701,FY18Q1,,,073,,1152,Direct loan subsidy
0706,FY18Q1,,,073,,1152,Interest on reestimates of direct loan subsidy
0705,FY18Q1,,,073,,1152,Reestimates of direct loan subsidy
0709,FY18Q1,,,073,,1154,Administrative expenses
0001,FY18Q1,,,072,,1154,Andean Counterdrug Programs (Direct)
0801,FY18Q1,,,072,,1154,Andean Counterdrug Programs (Reimbursable)
0701,FY18Q1,,,073,,1154,Direct loan subsidy
0706,FY18Q1,,,073,,1154,Interest on reestimates of direct loan subsidy
0708,FY18Q1,,,073,,1154,Interest on reestimates of loan guarantee subsidy
0702,FY18Q1,,,073,,1154,Loan guarantee subsidy
0705,FY18Q1,,,073,,1154,Reestimates of direct loan subsidy
0707,FY18Q1,,,073,,1154,Reestimates of loan guarantee subsidy
0001,FY18Q1,,,019,072,1154,Total: Program Activity
0001,FY18Q1,,,019,,1154,Total: Program Activity
0709,FY18Q1,,,073,,1156,Administrative expenses
0701,FY18Q1,,,073,,1156,Direct loan subsidy
0706,FY18Q1,,,073,,1156,Interest on reestimates of direct loan subsidy
0708,FY18Q1,,,073,,1156,Interest on reestimates of loan guarantee subsidy
0702,FY18Q1,,,073,,1156,Loan guarantee subsidy
0705,FY18Q1,,,073,,1156,Reestimates of direct loan subsidy
0707,FY18Q1,,,073,,1156,Reestimates of loan guarantee subsidy
0004,FY18Q1,,,016,,1200,Assessments
0001,FY18Q1,,,016,,1200,Coal
0101,FY18Q1,,,513,,1200,Denali Commission (Direct)
0801,FY18Q1,,,513,,1200,Denali Commission (Reimbursable)
0102,FY18Q1,,,513,,1200,Denali Commission (Shared Services)
0802,FY18Q1,,,513,,1200,Denali Commission (Shared Services)
0005,FY18Q1,,,016,,1200,Educational policy and development
0002,FY18Q1,,,016,,1200,Metal/non-metal
0007,FY18Q1,,,016,,1200,Program administration
0008,FY18Q1,,,016,,1200,Program evaluation & information resources
0801,FY18Q1,,,016,,1200,Salaries and Expenses (Reimbursable)
0003,FY18Q1,,,016,,1200,Standards development
0006,FY18Q1,,,016,,1200,Technical support
0001,FY18Q1,,,017,069,1205,Major construction
0001,FY18Q1,,,017,,1205,Major construction
0005,FY18Q1,,,017,069,1205,Major repair construction
0005,FY18Q1,,,017,,1205,Major repair construction
0801,FY18Q1,,,017,069,1205,"Military Construction, Navy and Marine Corps (Reimbursable)"
0801,FY18Q1,,,017,,1205,"Military Construction, Navy and Marine Corps (Reimbursable)"
0002,FY18Q1,,,017,069,1205,Minor construction
0002,FY18Q1,,,017,,1205,Minor construction
0006,FY18Q1,,,017,069,1205,Minor maintenance construction
0006,FY18Q1,,,017,,1205,Minor maintenance construction
0003,FY18Q1,,,017,069,1205,Planning
0003,FY18Q1,,,017,,1205,Planning
0001,FY18Q1,,,017,,1206,Major construction
0801,FY18Q1,,,017,,1206,"Military Construction, Navy and Marine Corps (Reimbursable)"
0002,FY18Q1,,,017,,1206,Minor construction
0003,FY18Q1,,,017,,1206,Planning
0709,FY18Q1,,,012,,1230,Administrative expenses
0706,FY18Q1,,,012,,1230,Interest on reestimates of direct loan subsidy
0705,FY18Q1,,,012,,1230,Reestimates of direct loan subsidy
0706,FY18Q1,,,012,,1231,Interest on reestimates of direct loan subsidy
0705,FY18Q1,,,012,,1231,Reestimates of direct loan subsidy
0701,FY18Q1,,,012,,1232,Direct loan subsidy
0010,FY18Q1,,,012,,1232,Grants
0706,FY18Q1,,,012,,1232,Interest on reestimates of direct loan subsidy
0705,FY18Q1,,,012,,1232,Reestimates of direct loan subsidy
0001,FY18Q1,,,017,,1235,Major construction
0002,FY18Q1,,,017,,1235,Minor construction
0003,FY18Q1,,,017,,1235,Planning
0007,FY18Q1,,,013,,1250,Enforcement and Compliance
0009,FY18Q1,,,013,,1250,Executive Direction and Administration
0008,FY18Q1,,,013,,1250,Global Markets
0003,FY18Q1,,,013,,1250,Import Administration
0006,FY18Q1,,,013,,1250,Industry and Analysis
0001,FY18Q1,,,013,,1250,Manufacturing and Services
0002,FY18Q1,,,013,,1250,Market Access and Compliance
0801,FY18Q1,,,013,,1250,Operations and Administration (Reimbursable)
0004,FY18Q1,,,013,,1250,U.S. and Foreign Commercial Services
0709,FY18Q1,,,072,,1264,Administrative expenses
0701,FY18Q1,,,072,,1264,Direct loan subsidy
