rule_label,rule_error_message,rule_cross_file_flag,file_type,severity_name,target_file,query_name,expected_value,category
FABS43.4,"If PrimaryPlaceOfPerformanceCongressionalDistrict is provided, it must be valid in the state or territory indicated by the PrimaryPlaceOfPerformanceCode. Districts that were created under the 2000 census or later are considered valid for purposes of this rule.",n,fabs,fatal,,fabs43_4,"valid congressional district","existence"
FABS44.1,"For foreign recipients (LegalEntityCountryCode is not USA), LegalEntityCongressionalDistrict must be blank.",n,fabs,fatal,,fabs44_1,"(blank)","accuracy"
FABS44.2,"For non-aggregate and PII-redacted non-aggregate records (RecordType = 2 or 3) with domestic recipients (LegalEntityCountryCode = USA): If LegalEntityZIPLast4 is not provided and LegalEntityZIP5 is, LegalEntityCongressionalDistrict must be provided.",n,fabs,fatal,,fabs44_2,"valid congressional district","completeness"
FABS44.3,"If LegalEntityCongressionalDistrict is provided, it must be valid in the state or territory indicated by LegalEntityZIP5. Districts that were created under the 2000 census or later are considered valid for purposes of this rule.",n,fabs,fatal,,fabs44_3,"valid congressional district","existence"
FABS44.4,"LegalEntityCongressionalDistrict must be blank for aggregate records (RecordType = 1).",n,fabs,fatal,,fabs44_4,"(blank)","accuracy"
FABS45,"When both IndirectCostFederalShareAmount and FederalActionObligation are provided, either 1) both should be zero; or 2) both should share the same sign and IndirectCostFederalShareAmount should be less than or equal to FederalActionObligation (in absolute value terms). For purposes of #2, $0 will be considered to have both a positive and negative sign.",n,fabs,warning,,fabs45,"IndirectCostFederalShareAmount must be less than FederalActionObligation","accuracy"
FABS46.1,"IndirectCostFederalShareAmount must be blank for non-grants/non-cooperative agreements (AssistanceType = 06, 07, 08, 09, 10, or 11).",n,fabs,warning,,fabs46_1,"(blank)","completeness"
FABS46.2,"IndirectCostFederalShareAmount is required for grants and cooperative agreements (AssistanceType = 02, 03, 04, or 05). This only applies to award actions with ActionDate on or after April 4, 2022.",n,fabs,fatal,,fabs46_2,"(not blank)","completeness"
FABS47,"FundingOpportunityNumber must be blank for non-grants/non-cooperative agreements (AssistanceType = 06, 07, 08, 09, 10, or 11).",n,fabs,fatal,,fabs47,"(blank)","accuracy"
FABS48,"FundingOpportunityGoalsText must be blank for non-grants/non-cooperative agreements (AssistanceType = 06, 07, 08, 09, 10, or 11).",n,fabs,fatal,,fabs48,"(blank)","accuracy"
FABS49,"A submitted Financial Assistance award must have a (derived) AwardingAgencyCode that is consistent with the toptier component of the agency selected at the outset of the FABS submission. This comparison only takes place at the TopTier level, not the SubTier level.",n,fabs,fatal,,fabs49,"(See SQL file)","accuracy"
FABSREQ1,"AwardDescription is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq1,"Award description must not be blank","completeness"
FABSREQ3,"RecordType is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq3,"RecordType must not be blank","completeness"
FABSREQ4,"BusinessFundsIndicator is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq4,"BusinessFundsIndicator must not be blank","completeness"
FABSREQ5,"LegalEntityCountryCode is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq5,"LegalEntityCountryCode must not be blank","completeness"
FABSREQ6,"BusinessTypes is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq6,"BusinessTypes must not be blank","completeness"
FABSREQ7,"AssistanceType is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq7,"AssistanceType must not be blank","completeness"
FABSREQ8,"ActionDate is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq8,"ActionDate must not be blank","completeness"
FABSREQ9,"AwardeeOrRecipientLegalEntityName is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq9,"AwardeeOrRecipientLegalEntityName must not be blank","completeness"
FABSREQ11,"ActionType is required for all submissions except delete records, but was not provided in this row.",n,fabs,fatal,,fabsreq11,"ActionType must not be blank","completeness"
